BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2559044-B,02205704',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,DAHUI (CAMBODIA) STARCH CO. LTD.,1/01/2025,1/01/2025,10/27/2024,Rail Container,15810,KH,,,,,,,,,,,,,,
2559180,02205860',GRASS AMERICA INC,51-066023000,1,99038815,ARTICLE OF CHINA US NTE 20(R),GUANGDONG SACA PRECISION MANUFACTURING CO. LTD,1/01/2025,12/31/2024,11/13/2024,Vessel Container,29174,CN,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2559401,02210134',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108120010,CORN (MAIZE) STARCH F/FOOD,TAT NISASTA INS SAN TIC AS,1/01/2025,1/02/2025,11/30/2024,Vessel Container,31500,TR,,,,,,,,,,,,,,
2559512,02210175',WESTERN PLASTICS INC,58-196103400,1,3920435000,PLAST FLAT FLEX NOT IMIT P,DAMRA AMBALAJ SAN VE TIC AS,1/01/2025,1/02/2025,11/28/2024,Vessel Container,196033.56,TR,,,,,,,,,,,,,,
2559419,02210506',MESHA STEELS  LLC,20-274801900,1,7222200062,BAR/ROD SS:NFW CF/F <8% NICKEL,ATLAS STAINLESS CORPORATION PVT. LTD,1/01/2025,1/01/2025,11/27/2024,Vessel Container,38884.75,IN,,,,,,,,,,,,,,
2559419,02210506',MESHA STEELS  LLC,20-274801900,2,7222200064,BR/RD SS:18-152.4MM =>8-24,ATLAS STAINLESS CORPORATION PVT. LTD,1/01/2025,1/01/2025,11/27/2024,Vessel Container,56698.16,IN,,,,,,,,,,,,,,
2559657,02214557',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009020,WHEAT GLUTEN  OTHER,JACKERING MUHLEN & NAHRMITTELWERKE GMBH,1/01/2025,12/31/2024,12/20/2024,Vessel Container,30719.85,DE,,,,,,,,,,,,,,
2558791,02200606',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108120010,CORN (MAIZE) STARCH F/FOOD,AK NISASTA SANAYI VE TICARET AS,1/02/2025,1/02/2025,10/13/2024,Vessel Container,18640,TR,,,,,,,,,,,,,,
2558912,02200671',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108120010,CORN (MAIZE) STARCH F/FOOD,TAT NISASTA INS SAN TIC AS,1/02/2025,1/02/2025,10/20/2024,Vessel Container,27720,TR,,,,,,,,,,,,,,
2559091,02208781',PROGETTI PLANT S.R.L. LLC,98-178019600,1,8419390280,DRYERS OTHER  NSPF,PROGETTI PLANT SRL,1/02/2025,12/30/2024,11/25/2024,Vessel Container,156122.2,IT,,,,,,,,,,,,,,
2559029,02209128',PROGETTI PLANT S.R.L. LLC,98-178019600,1,8419390280,DRYERS OTHER  NSPF,PROGETTI PLANT SRL,1/02/2025,12/30/2024,11/27/2024,Vessel Container,391275,IT,,,,,,,,,,,,,,
2559480,02211256',ETHIQUE LIMITED,194701-71803,1,3305100000,SHAMPOOS PREPARATIONS FOR,ETHIQUE LIMITED,1/02/2025,12/31/2024,12/05/2024,Vessel Container,129643.87,NZ,,,,,,,,,,,,,,
2559480,02211256',ETHIQUE LIMITED,194701-71803,2,3305900000,HAIR PREPARATIONS  OTHER,ETHIQUE LIMITED,1/02/2025,12/31/2024,12/05/2024,Vessel Container,59347.11,NZ,,,,,,,,,,,,,,
2559480,02211256',ETHIQUE LIMITED,194701-71803,3,3401115000,SOAP ORGANIC TOILET USE OT,ETHIQUE LIMITED,1/02/2025,12/31/2024,12/05/2024,Vessel Container,10938.49,NZ,,,,,,,,,,,,,,
105503555,02211876',IFF  INC.,58-149385700,1,8703230140,OTHR NEW VEH;ENG <=4 CYLINDERS,BMW AG,1/02/2025,1/01/2025,12/17/2024,Vessel Non-container,32800,DE,,,,,,,,,,,,,,
105503558,02211900',JOLOKAI  JOHN DOUGLAS,366-90-3844,1,98050050,EFFECTS US GOV EMP&FAMLY/EVACU,BMW AG,1/02/2025,1/01/2025,12/17/2024,Vessel Non-container,45430,DE,,,,,,,,,,,,,,
2559582,02212890',BORGERS OHIO INC.,30-084196200,1,5704900190,OTH CRPTS  FLT NO TFT/FLK OT,AUTONEUM GERMANY GMBH,1/02/2025,1/02/2025,12/15/2024,Vessel Container,37658.06,DE,,,,,,,,,,,,,,
2559387,02213286',BARLINEK USA CORP,38-411880600,1,4412523105,OTHER PLYWOOD  WOOD FLOORI,BARLINEK INWESTYCJE SP.Z.O.O.,1/02/2025,1/02/2025,12/03/2024,Vessel Container,45068.4,PL,,,,,,,,,,,,,,
4536496,02213799',ESBAND USA INC,87-443503100,1,3926906090,BELTS MACHINE OTHER,MAX SCHLATTERER,1/02/2025,12/31/2024,12/31/2024,Air Non-container,2283.61,DE,,,,,,,,,,,,,,
2614461,02214938',FI-TECH INC,54-091465000,1,8208906000,KNV/CUT BLDS FOR MACH AND PTS,ARKOTE LIMITED,1/02/2025,1/02/2025,12/23/2024,Vessel Non-container,57178.33,GB,,,,,,,,,,,,,,
2614497,02215794',FPG USA LLC DBA FOOD PHYSICS,84-461929600,1,8543908885,PARTS:OTH ELEC MACH/APPAR,SIMPLOT CANADA LTD,1/02/2025,12/30/2024,12/30/2024,Truck Non-container,57778.38,DE,,,,,,,,,,,,,,
4536517,02215802',VISUAL CREATIONS  INC.,20-461602300,1,99038803,ARTICLE OF CHINA US NTE 20(F),XIAMEN CHAOYANG TRADE CO LTD,1/02/2025,1/02/2025,1/02/2025,Air Non-container,3518,CN,9403999045,,,,,,,OTH FURN PRT METAL PRTS OTHER,,,,,,
4536517,02215802',VISUAL CREATIONS  INC.,20-461602300,2,99038815,ARTICLE OF CHINA US NTE 20(R),XIAMEN CHAOYANG TRADE CO LTD,1/02/2025,1/02/2025,1/02/2025,Air Non-container,646,CN,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
2614503,02216149',CB MANUFACTURING & SALES CO INC,34-101525000,1,8208906000,KNV/CUT BLDS FOR MACH AND PTS,IBEC MACHINE KNIFE LTD.,1/02/2025,1/03/2025,12/23/2024,Truck Non-container,3140,US,,,,,,,,,,,,,,
2559294,02207965',AUMUND CORPORATION,58-138896800,1,7315110060,ARTIC LINK ROLLER CHAIN OTHER,AUMUND FOERDERTECHNIK GMBH,1/03/2025,1/03/2025,11/23/2024,Vessel Container,20798.8,DE,,,,,,,,,,,,,,
2559294,02207965',AUMUND CORPORATION,58-138896800,2,8431390010,MACHINERY PTS OF CONVEY/ELEV,AUMUND FOERDERTECHNIK GMBH,1/03/2025,1/03/2025,11/23/2024,Vessel Container,16458.76,DE,,,,,,,,,,,,,,
2559042,02203501',DOBLA USA MFG LLC,41-218954800,1,1806909090,CHOC & OTH FD PREP  OTHER,DOBLA ASIA COMPANY LIMITED,1/03/2025,1/03/2025,10/31/2024,Vessel Container,56869.81,VN,,,,,,,,,,,,,,
2559042,02203501',DOBLA USA MFG LLC,41-218954800,2,1704903590,CONFECTIONS FOR CNSMPTION OTHR,DOBLA ASIA COMPANY LIMITED,1/03/2025,1/03/2025,10/31/2024,Vessel Container,2286.24,VN,,,,,,,,,,,,,,
2559015,02204277',GRASS AMERICA INC,51-066023000,1,99038815,ARTICLE OF CHINA US NTE 20(R),GUANGDONG SACA PRECISION MANUFACTURING CO. LTD,1/03/2025,1/03/2025,11/08/2024,Vessel Container,108314,CN,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2614363,02208401',CPS 6400 LLC,32-047952700,1,99038801,ARTICLE OF CHINA US NTE 20(A),ZHUZHOU MILLER CEM,1/03/2025,1/01/2025,11/23/2024,Vessel Non-container,34978.52,CN,8413919096,,,,,,,OTHER PUMP PARTS  NSPF,,,,,,
105503506,02209441',IFF  INC.,58-149385700,1,98050050,EFFECTS US GOV EMP&FAMLY/EVACU,VOLVO CAR INTERNATIONAL CORPORATION,1/03/2025,1/02/2025,11/25/2024,Vessel Non-container,60311,SE,,,,,,,,,,,,,,
2559595,02212981',AGILOX NORTH AMERICA INC.,83-120003000,1,8427108050,SELF PROP ELECT AUTO GD VE,AGILOX SERVICES GMBH,1/03/2025,1/03/2025,12/13/2024,Vessel Container,513642.72,AT,,,,,,,,,,,,,,
2559595,02212981',AGILOX NORTH AMERICA INC.,83-120003000,2,8504409580,STATIC CONVERTERS  OTHER,AGILOX SERVICES GMBH,1/03/2025,1/03/2025,12/13/2024,Vessel Container,14885.81,AT,,,,,,,,,,,,,,
4536508,02214797',NEXGEN PACKAGING LLC,47-270735100,1,8523520010,SEMICON MEDIA:SMT CRD UNRE,TAGEOS SAS,1/03/2025,1/01/2025,12/27/2024,Truck Non-container,15048,FR,,,,,,,,,,,,,,
4536488,02214805',FI-TECH INC,54-091465000,1,8448201000,MACH PTS F/EXTRUDING ETC T,REIFENHAUSER HEINSBERG GMBH,1/03/2025,1/02/2025,1/02/2025,Air Non-container,454200,DE,,,,,,,,,,,,,,
4536485,02214813',FI-TECH INC,54-091465000,1,8420919000,CALENDERING CYL PARTS  OTH NSP,REIFENHAUSER REICOFIL GMBH & CO. KG,1/03/2025,1/02/2025,1/02/2025,Air Non-container,42018.8,AT,,,,,,,,,,,,,,
2559592,02215158',GRASS AMERICA INC,51-066023000,1,8302423015,DRWRSLIDES FR FURN IR/ST/AL/ZN,GRASS GMBH,1/03/2025,1/02/2025,12/21/2024,Vessel Container,31256.62,AT,,,,,,,,,,,,,,
2559592,02215158',GRASS AMERICA INC,51-066023000,2,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,GRASS GMBH,1/03/2025,1/02/2025,12/21/2024,Vessel Container,50105.2,AT,,,,,,,,,,,,,,
2559592,02215158',GRASS AMERICA INC,51-066023000,3,99038815,ARTICLE OF CHINA US NTE 20(R),GRASS GMBH,1/03/2025,1/02/2025,12/21/2024,Vessel Container,186.58,CN,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
4536550,02216230',BORGERS OHIO INC.,30-084196200,1,9025198085,OTHER THERMOMETERS:N/INFRA,R+S AUTOMTOIVE,1/03/2025,12/30/2024,12/30/2024,Air Non-container,925.39,CZ,,,,,,,,,,,,,,
4536550,02216230',BORGERS OHIO INC.,30-084196200,2,8479909596,OTH PRTS/MECH APPS W/IND F,R+S AUTOMTOIVE,1/03/2025,12/30/2024,12/30/2024,Air Non-container,10366.27,CZ,,,,,,,,,,,,,,
4536550,02216230',BORGERS OHIO INC.,30-084196200,3,7326908688,ARTICLES OF IRON/STEEL:NSPF,R+S AUTOMTOIVE,1/03/2025,12/30/2024,12/30/2024,Air Non-container,153.71,CZ,,,,,,,,,,,,,,
4536550,02216230',BORGERS OHIO INC.,30-084196200,4,8516808000,OTH ELECTRIC HEATING RESIS,R+S AUTOMTOIVE,1/03/2025,12/30/2024,12/30/2024,Air Non-container,14284.9,CZ,,,,,,,,,,,,,,
4536550,02216230',BORGERS OHIO INC.,30-084196200,5,7322900045,PRTS AIR HEAT&HOT AIR DIST,R+S AUTOMTOIVE,1/03/2025,12/30/2024,12/30/2024,Air Non-container,11797.77,CZ,,,,,,,,,,,,,,
4536543,02216248',VIRAAJ RESTAURANT GROUP LLC,84-281848300,1,6911101000,TBL/KITNWARE HOTL/REST POR,JMD INTERNATIONAL INC,1/03/2025,12/31/2024,12/31/2024,Air Non-container,4986,IN,,,,,,,,,,,,,,
2559044-A,02205266',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,DAHUI (CAMBODIA) STARCH CO. LTD.,1/04/2025,1/04/2025,10/27/2024,Rail Container,15810,KH,,,,,,,,,,,,,,
2559044-C,02205712',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,DAHUI (CAMBODIA) STARCH CO. LTD.,1/04/2025,1/04/2025,10/27/2024,Rail Container,15810,KH,,,,,,,,,,,,,,
2559044-D,02205720',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,DAHUI (CAMBODIA) STARCH CO. LTD.,1/04/2025,1/04/2025,10/27/2024,Rail Container,15810,KH,,,,,,,,,,,,,,
2559247,02206199',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108130010,POTATO STARCH  F/HUMAN CON,AKV LANGHOLT AMBA,1/04/2025,12/23/2024,11/13/2024,Vessel Container,18949.65,DK,,,,,,,,,,,,,,
2559093,02206579',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108130010,POTATO STARCH  F/HUMAN CON,COOPERATIE KONINKLIIJKE AVEBE UA,1/04/2025,12/31/2024,11/17/2024,Vessel Container,40798.7,NL,,,,,,,,,,,,,,
2559356,02207627',BORGERS USA CORP,65-117296500,1,99038815,ARTICLE OF CHINA US NTE 20(R),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,1/04/2025,1/04/2025,11/19/2024,Vessel Container,60046.08,CN,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2559356,02207627',BORGERS USA CORP,65-117296500,2,99038815,ARTICLE OF CHINA US NTE 20(R),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,1/04/2025,1/04/2025,11/19/2024,Vessel Container,4966,CN,3926301000,,,,,,,PLASTIC FITTINGS HANDLES/KNOBS,,,,,,
2559356,02207627',BORGERS USA CORP,65-117296500,3,99038815,ARTICLE OF CHINA US NTE 20(R),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,1/04/2025,1/04/2025,11/19/2024,Vessel Container,15374.21,CN,3926909989,,,,,,,OTH.PLSTIC MAT OTH OTH OTH,,,,,,
2559356,02207627',BORGERS USA CORP,65-117296500,4,99038803,ARTICLE OF CHINA US NTE 20(F),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,1/04/2025,1/04/2025,11/19/2024,Vessel Container,13896.57,CN,8708295160,,,,,,,BODY PART ACCESS:OTH 8701-,,,,,,
2559283,02208252',AMERICAN FIREWORKS COMPANY,34-006522000,1,3604109050,FIREWORKS FLARES RAIN RCKT,LIUYANG KINGDOM CO LTD,1/04/2025,1/04/2025,11/24/2024,Vessel Container,9706.99,CN,,,,,,,,,,,,,,
2559283,02208252',AMERICAN FIREWORKS COMPANY,34-006522000,2,3604109010,FIREWORKS FLARES CLASS 1.4,LIUYANG KINGDOM CO LTD,1/04/2025,1/04/2025,11/24/2024,Vessel Container,34787.69,CN,,,,,,,,,,,,,,
2559302,02208260',AMERICAN FIREWORKS COMPANY,34-006522000,1,3604109010,FIREWORKS FLARES CLASS 1.4,LIUYANG GLOBAL FIRWORKS TRADE CO LTD,1/04/2025,1/04/2025,11/24/2024,Vessel Container,43810.12,CN,,,,,,,,,,,,,,
2559302,02208260',AMERICAN FIREWORKS COMPANY,34-006522000,2,3604109050,FIREWORKS FLARES RAIN RCKT,LIUYANG GLOBAL FIRWORKS TRADE CO LTD,1/04/2025,1/04/2025,11/24/2024,Vessel Container,1812.99,CN,,,,,,,,,,,,,,
2559348,02209003',GEBRA AUTOMOTIVE COMPONENTS CO LTD,181704-14144,1,99038803,ARTICLE OF CHINA US NTE 20(F),GATC GEBRA AUTOMOTIVE COMPONENTS(TAICANG)CO. LTD,1/04/2025,1/04/2025,11/15/2024,Vessel Container,164339.42,CN,8708998180,,,,,,,OTH PRTS ACCES MOTOR VEHICLES,,,,,,
2559392,02209557',MESHA STEELS  LLC,20-274801900,1,7222200062,BAR/ROD SS:NFW CF/F <8% NICKEL,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/04/2025,11/28/2024,Vessel Container,58934.75,IN,,,,,,,,,,,,,,
2559414-1,02210928',MESHA STEELS  LLC,20-274801900,1,7222200062,BAR/ROD SS:NFW CF/F <8% NICKEL,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,16937.89,IN,,,,,,,,,,,,,,
2559414-1,02210928',MESHA STEELS  LLC,20-274801900,2,7222200064,BR/RD SS:18-152.4MM =>8-24,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,26450.05,IN,,,,,,,,,,,,,,
2559414-2,02210944',MESHA STEELS  LLC,20-274801900,1,99038001,STL PRD NT 16 EX PRD EXCL CTY,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,10644.38,IN,7222200062,,,,,,,BAR/ROD SS:NFW CF/F <8% NICKEL,,,,,,
2559414-2,02210944',MESHA STEELS  LLC,20-274801900,2,7222200062,BAR/ROD SS:NFW CF/F <8% NICKEL,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,27891.75,IN,,,,,,,,,,,,,,
2559414-2,02210944',MESHA STEELS  LLC,20-274801900,1,7222200062,BAR/ROD SS:NFW CF/F <8% NICKEL,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,1162.69,IN,,,,,,,,,,,,,,
2559414-2,02210944',MESHA STEELS  LLC,20-274801900,2,7222200064,BR/RD SS:18-152.4MM =>8-24,ATLAS STAINLESS CORPORATION PVT. LTD,1/04/2025,1/06/2025,11/27/2024,Vessel Container,16105.76,IN,,,,,,,,,,,,,,
2559557,02211231',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,7223001061,WIRE S STEEL RND D1.52-LT5.1MM,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,70907.76,IN,,,,,,,,,,,,,,
2559421,02211330',AMERICAN FIREWORKS COMPANY,34-006522000,1,3604101000,FIREWRKS DISPLY/SPECL(CLS1,HUNAN JINGTAI FIREWORKS CO LTD,1/04/2025,1/04/2025,12/05/2024,Vessel Container,138898.17,CN,,,,,,,,,,,,,,
2614444,02214425',HAGO AUTOMOTIVE CORP,47-447117700,1,8708295160,BODY PART ACCESS:OTH 8701-,FEINWERKTECHNIK HAGO GMBH,1/04/2025,1/04/2025,12/20/2024,Vessel Non-container,5449.39,DE,,,,,,,,,,,,,,
2559532,02213179',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99038001,STL PRD NT 16 EX PRD EXCL CTY,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,8034.05,IN,7223001076,,,,,,,WIRE S STEEL RND D 5.1MM ORMR,,,,,,
2559532,02213179',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,2,7223001076,WIRE S STEEL RND D 5.1MM ORMR,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,56640.39,IN,,,,,,,,,,,,,,
2614462,02214888',AUMUND CORPORATION,58-138896800,1,8431390010,MACHINERY PTS OF CONVEY/ELEV,SAMSONS MATERIALS HANDLING LTD,1/04/2025,1/04/2025,12/23/2024,Vessel Non-container,63144.34,GB,,,,,,,,,,,,,,
2614462,02214888',AUMUND CORPORATION,58-138896800,2,8483908080,OTHER TRANSMISSION PARTS,SAMSONS MATERIALS HANDLING LTD,1/04/2025,1/04/2025,12/23/2024,Vessel Non-container,12397.25,GB,,,,,,,,,,,,,,
2559453,02214516',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009020,WHEAT GLUTEN  OTHER,JACKERING MUHLEN & NAHRMITTELWERKE GMBH,1/04/2025,1/04/2025,12/19/2024,Vessel Container,29052.89,DE,,,,,,,,,,,,,,
2559476,02214524',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009020,WHEAT GLUTEN  OTHER,JACKERING MUHLEN & NAHRMITTELWERKE GMBH,1/04/2025,1/04/2025,12/19/2024,Vessel Container,92159.56,DE,,,,,,,,,,,,,,
2559534-1,02214730',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,7223001046,WIRE S STEEL RND D.76-LT1.,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,4433.81,IN,,,,,,,,,,,,,,
2559534-2,02214748',FENNER INC,36-264633200,1,99038001,STL PRD NT 16 EX PRD EXCL CTY,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,66405.93,IN,7223001061,,,,,,,WIRE S STEEL RND D1.52-LT5.1MM,,,,,,
2559534-2,02214748',FENNER INC,36-264633200,2,7223001061,WIRE S STEEL RND D1.52-LT5.1MM,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/04/2025,1/04/2025,12/03/2024,Vessel Container,9124.77,IN,,,,,,,,,,,,,,
4536537,02215109',ARYLESSENCE INC,58-127848000,1,3301295116,ESSENTIAL OILS OF GERMANIU,A. FAKHRY & CO,1/04/2025,1/02/2025,1/02/2025,Air Non-container,17200,EG,,,,,,,,,,,,,,
2614470,02215299',IN 2 FOOD GOURMET LLC,26-458152400,1,1905901041,FROZEN PASTRY CAKES BISC P,AGM BAKERY,1/04/2025,12/28/2024,12/28/2024,Truck Non-container,15255,XO,,,,,,,,,,,,,,
2559572,02215505',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108110010,WHEAT STARCH FOR FOOD USE,NORD-STARKE HOLDING KFT,1/04/2025,1/04/2025,12/23/2024,Vessel Container,22050,HU,,,,,,,,,,,,,,
2559071,02204103',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108130010,POTATO STARCH  F/HUMAN CON,ZAKLADY PRZEMYSLU ZIEMNIACZANEGO,1/05/2025,1/04/2025,11/05/2024,Vessel Container,19358.4,PL,,,,,,,,,,,,,,
2559369,02208302',MALLAGHAN (GA) INC.,36-488102800,1,8427900090,OTH TR N/SLF PROP W/LIFT E,MALLAGHAN ENGINEERING  LTD,1/05/2025,12/24/2024,11/25/2024,Vessel Container,193645,GB,,,,,,,,,,,,,,
2559369,02208302',MALLAGHAN (GA) INC.,36-488102800,1,8427900090,OTH TR N/SLF PROP W/LIFT E,MALLAGHAN ENGINEERING  LTD,1/05/2025,12/24/2024,11/25/2024,Vessel Container,193645,GB,,,,,,,,,,,,,,
2559369,02208302',MALLAGHAN (GA) INC.,36-488102800,1,8427900090,OTH TR N/SLF PROP W/LIFT E,MALLAGHAN ENGINEERING  LTD,1/05/2025,12/24/2024,11/25/2024,Vessel Container,193645,GB,,,,,,,,,,,,,,
2614399,02209565',VISUAL CREATIONS  INC.,20-461602300,1,99038815,ARTICLE OF CHINA US NTE 20(R),NINGBO SMART HIGH TECH INDUSTRIES LTD,1/05/2025,1/03/2025,11/27/2024,Vessel Non-container,76880.25,CN,3926909989,,,,,,,OTH.PLSTIC MAT OTH OTH OTH,,,,,,
2559398,02211181',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99038001,STL PRD NT 16 EX PRD EXCL CTY,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/05/2025,1/06/2025,11/25/2024,Vessel Container,42838.81,IN,7223001061,,,,,,,WIRE S STEEL RND D1.52-LT5.1MM,,,,,,
2559398,02211181',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99038001,STL PRD NT 16 EX PRD EXCL CTY,VENUS WIRE INDUSTRIES PRIVATE LIMITED,1/05/2025,1/06/2025,11/25/2024,Vessel Container,3420.55,IN,7223001076,,,,,,,WIRE S STEEL RND D 5.1MM ORMR,,,,,,
2559525,02211413',EDGE INNOVATE (NI) LTD,135501-01432,1,8428330000,CONVEYOR BELT  OTHER  GOOD,EDGE INNOVATE (NI) LTD,1/05/2025,1/05/2025,12/05/2024,Vessel Non-container,286000,GB,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,1,8302423015,DRWRSLIDES FR FURN IR/ST/AL/ZN,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,30774.13,AT,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,2,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,40652.46,AT,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,3,3926305000,PLAST FITTINGS OTHER,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,78567.47,AT,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,4,99038815,ARTICLE OF CHINA US NTE 20(R),GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,647.1,CN,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,5,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,290.46,DE,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,6,3926909989,OTH.PLSTIC MAT OTH OTH OTH,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,462.26,DE,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,7,3926305000,PLAST FITTINGS OTHER,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,87.68,CH,,,,,,,,,,,,,,
2559500,02212882',GRASS AMERICA INC,51-066023000,8,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,GRASS GMBH,1/05/2025,1/05/2025,12/14/2024,Vessel Container,15646.71,XS,,,,,,,,,,,,,,
2559649,02213625',MALLAGHAN (GA) INC.,36-488102800,1,8427900090,OTH TR N/SLF PROP W/LIFT E,MALLAGHAN ENGINEERING  LTD,1/05/2025,1/05/2025,12/16/2024,Vessel Non-container,358614,GB,,,,,,,,,,,,,,
2559668,02214003',VISUAL CREATIONS  INC.,20-461602300,1,99038803,ARTICLE OF CHINA US NTE 20(F),FUJIAN ANTAI NEW ENERGY TECH CO LTD,1/05/2025,1/06/2025,12/19/2024,Vessel Container,41594.58,CN,9403999045,,,,,,,OTH FURN PRT METAL PRTS OTHER,,,,,,
2559669,02214011',VISUAL CREATIONS  INC.,20-461602300,1,99038803,ARTICLE OF CHINA US NTE 20(F),FUJIAN ANTAI NEW ENERGY TECH CO LTD,1/05/2025,1/06/2025,12/19/2024,Vessel Container,40254.98,CN,9403999045,,,,,,,OTH FURN PRT METAL PRTS OTHER,,,,,,
2559669,02214011',VISUAL CREATIONS  INC.,20-461602300,2,99038803,ARTICLE OF CHINA US NTE 20(F),XIAMEN CHAOYANG TRADE CO LTD,1/05/2025,1/06/2025,12/19/2024,Vessel Container,2190,CN,9403200090,,,,,,,OTHR METAL FURNTURE/PARTS,,,,,,
2614486,02215307',IN 2 FOOD GOURMET LLC,26-458152400,1,1905901041,FROZEN PASTRY CAKES BISC P,AGM BAKERY,1/05/2025,12/28/2024,12/28/2024,Truck Non-container,5601,XO,,,,,,,,,,,,,,
